-1.1625226179706019,-1.871927400628561,2.2424772421466272,-2.032236715356344,-1.4144027868853968,-0.6931002775775355
-1.1625106970416468,-1.8719030819334925,2.2424896399127405,-2.0322605572142542,-1.4144271055804651,-0.6931002775775355
-1.1624987761126917,-1.871927400628561,2.2424896399127405,-2.032248636285299,-1.4143670240985315,-0.693148438130514
-1.1624987761126917,-1.871939321557516,2.242464844380514,-2.032248636285299,-1.4143908659564417,-0.6931245962726038
-1.1624987761126917,-1.8718911610045375,2.2424772421466272,-2.032236715356344,-1.4143670240985315,-0.6931365172015589
-1.1625226179706019,-1.871939321557516,2.242464844380514,-2.032224317590231,-1.4144027868853968,-0.6930888334857386
-1.1624987761126917,-1.8719154796996058,2.2425010840045374,-2.032236715356344,-1.4144027868853968,-0.6931245962726038
-1.1624987761126917,-1.8719030819334925,2.2424772421466272,-2.032248636285299,-1.4143789450274866,-0.6931002775775355
-1.1625106970416468,-1.871927400628561,2.242464844380514,-2.0322724781432093,-1.4143789450274866,-0.6931245962726038
-1.1624987761126917,-1.8718911610045375,2.2424772421466272,-2.032224317590231,-1.4143670240985315,-0.6931727568255823
-1.1625106970416468,-1.871927400628561,2.242453400288717,-2.0322724781432093,-1.4144027868853968,-0.6930764357196253
-1.1625226179706019,-1.8719030819334925,2.242453400288717,-2.0322724781432093,-1.4144027868853968,-0.6931126753436487
-1.1625226179706019,-1.871939321557516,2.2424896399127405,-2.032224317590231,-1.4143789450274866,-0.6931002775775355
-1.1625106970416468,-1.8719154796996058,2.242464844380514,-2.0322605572142542,-1.4144027868853968,-0.6931365172015589
-1.1625106970416468,-1.871927400628561,2.242441002522604,-2.032248636285299,-1.4143670240985315,-0.6931365172015589
-1.1624749342547815,-1.8719030819334925,2.242464844380514,-2.0322843990721644,-1.4143908659564417,-0.6931126753436487
-1.1625106970416468,-1.871927400628561,2.2424171606646937,-2.032224317590231,-1.4144027868853968,-0.6931245962726038
-1.1625226179706019,-1.8719154796996058,2.242453400288717,-2.032236715356344,-1.4144027868853968,-0.6931245962726038
-1.1625226179706019,-1.8719154796996058,2.242441002522604,-2.0322605572142542,-1.4144147078143519,-0.6931245962726038
-1.1624868551837366,-1.8718911610045375,2.242464844380514,-2.032224317590231,-1.4143670240985315,-0.6931245962726038
-1.1624987761126917,-1.871939321557516,2.2424286047564905,-2.032224317590231,-1.4144027868853968,-0.6930649916278284
-1.162534538899557,-1.871927400628561,2.2425010840045374,-2.032248636285299,-1.4143908659564417,-0.6931245962726038
-1.1625106970416468,-1.871927400628561,2.242464844380514,-2.032236715356344,-1.4144147078143519,-0.6931365172015589
-1.1624987761126917,-1.8721357784666957,2.2420876661883753,-2.031773706475729,-1.4144147078143519,-0.6931245962726038
-1.1624987761126917,-1.8729330501952113,2.2409995237933558,-2.029936452905172,-1.4143908659564417,-0.6931365172015589
-1.162534538899557,-1.8745471439757289,2.2378748098956507,-2.0253573856749476,-1.4144027868853968,-0.6931245962726038
-1.1625102202044886,-1.8766123257079066,2.234108273183004,-2.01964869121694,-1.4144271055804651,-0.6930730978595179
